term_key,search_term,ads_campaigns,ads_ad_groups,impressions_ads,clicks_ads,cost_ads,conversions_ads,search_budget_lost_impression_share,ctr_ads,avg_cpc_ads,cpa_ads,query_sc,clicks_sc,impressions_sc,ctr_sc,position_sc,source_match,intent,is_branded,is_priority_product,is_competitor_or_third_party,is_coupon_or_freebie,expected_ctr_sc,opportunity_score,recommended_action,priority,reason,ads_breakdown_summary,revenue_upside_50pct_scale,estimated_revenue_potential_new_kw
argilas para rosto,argilas para rosto,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd,search | produtos de skincare | shopping | best sellers,6.0,1.0,0.91,0.0,0.1216678938796651,0.16666666666666666,0.91,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.91, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
clareador de olheiras la roche,clareador de olheiras la roche,WG_Shopping | Best Sellers | nbd,shopping | best sellers,2.0,1.0,0.91,0.0,0.1216678938796651,0.5,0.91,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.91, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
como diminuir as bolsas embaixo dos olhos,como diminuir as bolsas embaixo dos olhos,WG_Shopping | Best Sellers | nbd,shopping | best sellers,18.0,1.0,0.91,0.0,0.1216678938796651,0.05555555555555555,0.91,,,,,,,ads_only,PESQUISADOR/COMPARADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.91, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
creme da china,creme da china,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,40.0,1.0,0.91,0.0,0.1216678938796651,0.025,0.91,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.91, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme para rosto tirar manchas,creme para rosto tirar manchas,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,20.0,1.0,0.91,0.0,0.1216678938796651,0.05,0.91,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.91, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
hidratante rosto pele madura,hidratante rosto pele madura,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,41.0,1.0,0.91,0.0,0.1216678938796651,0.024390243902439025,0.91,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.91, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
kit skincare manchas,kit skincare manchas,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,11.0,1.0,0.91,0.0,0.1216678938796651,0.09090909090909091,0.91,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.91, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
loja de cosméticos coreano na liberdade,loja de cosméticos coreano na liberdade,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd,search | produtos de skincare | shopping | best sellers,4.0,1.0,0.91,0.0,0.1216678938796651,0.25,0.91,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.91, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
magic cream essence,magic cream essence,WG_Shopping | Best Sellers | nbd,shopping | best sellers,5.0,1.0,0.91,0.0,0.1216678938796651,0.2,0.91,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.91, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
melhor colageno,melhor colageno,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,83.0,1.0,0.91,0.0,0.1216678938796651,0.012048192771084338,0.91,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.91, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
oleo de rosa mosqueta rosto,oleo de rosa mosqueta rosto,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,60.0,1.0,0.91,0.0,0.1216678938796651,0.016666666666666666,0.91,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.91, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
olheiras como tirar,olheiras como tirar,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd,search | produtos de skincare | shopping | best sellers,25.0,1.0,0.91,0.0,0.1216678938796651,0.04,0.91,,,,,,,ads_only,PESQUISADOR/COMPARADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.91, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar",,
produtos para quem tem rosacea,produtos para quem tem rosacea,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,14.0,1.0,0.91,0.0,0.1216678938796651,0.07142857142857142,0.91,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.91, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
qual o melhor colágeno para depois dos 50,qual o melhor colágeno para depois dos 50,WG_Shopping | Best Sellers | nbd,shopping | best sellers,1.0,1.0,0.91,0.0,0.1216678938796651,1.0,0.91,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.91, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
skincare para adolescentes,skincare para adolescentes,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,61.0,2.0,0.91,0.0,0.1216678938796651,0.03278688524590164,0.455,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.91, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
tônico de arroz,tônico de arroz,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,56.0,1.0,0.91,0.0,0.1216678938796651,0.017857142857142856,0.91,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.91, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
óleo vegetal de rosa mosqueta no rosto,óleo vegetal de rosa mosqueta no rosto,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,3.0,1.0,0.91,0.0,0.1216678938796651,0.3333333333333333,0.91,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.91, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
linha popo,linha popo,WG_Search | Soluções | nbd,search | produtos de skincare,2.0,1.0,0.905363,0.0,0.0793697977877321,0.5,0.905363,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.91, conv 0.0, sem CPA, perda orçamento 8%, monitorar",,
creme gel chuva de ozônio facial,creme gel chuva de ozônio facial,WG_Search | Institucional | bd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search_kokeshi | search_kokeshi | olhos de gueixa | shopping | best sellers | todos,16.0,2.0,0.9,0.0,0.1216678938796651,0.125,0.45,,creme gel chuva de ozônio facial,0.0,18.0,0.0,5.94,ads+search_console,COMPRADOR,False,False,False,False,0.02,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.90, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Institucional | bd / search_kokeshi: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Search | Institucional | bd / search_kokeshi | olhos de gueixa: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar || WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.00, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
aprilskin mugwort,aprilskin mugwort,WG_Search | Soluções | nbd,search | produtos de skincare,1.0,1.0,0.9,0.0,0.0793697977877321,1.0,0.9,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.90, conv 0.0, sem CPA, perda orçamento 8%, monitorar",,
colágeno verisol em goma funciona,colágeno verisol em goma funciona,WG_Shopping | Portfólio Geral | nbd,todos,2.0,1.0,0.9,0.0,0.0019842830030239,0.5,0.9,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.90, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
como cuidar da pele do rosto aos 40 anos,como cuidar da pele do rosto aos 40 anos,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,8.0,1.0,0.9,0.0,0.1216678938796651,0.125,0.9,,,,,,,ads_only,PESQUISADOR/COMPARADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.90, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme antirrugas para os olhos,creme antirrugas para os olhos,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,5.0,1.0,0.9,0.0,0.1216678938796651,0.2,0.9,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.90, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
creme de copaíba para que serve,creme de copaíba para que serve,WG_Shopping | Portfólio Geral | nbd,todos,1.0,1.0,0.9,0.0,0.0019842830030239,1.0,0.9,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.90, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
cremes para rosto anti idade,cremes para rosto anti idade,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,26.0,1.0,0.9,0.0,0.1216678938796651,0.038461538461538464,0.9,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.90, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
ebla skin care,ebla skin care,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,454.0,1.0,0.9,0.0,0.1216678938796651,0.0022026431718061676,0.9,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.90, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
kit skincare menina,kit skincare menina,WG_Shopping | Best Sellers | nbd,shopping | best sellers,5.0,1.0,0.9,0.0,0.1216678938796651,0.2,0.9,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.90, conv 0.0, sem CPA, perda orçamento 12%, monitorar",,
lebelage,lebelage,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,30.0,1.0,0.9,0.0,0.1216678938796651,0.03333333333333333,0.9,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.90, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
marca japonesa de cosméticos,marca japonesa de cosméticos,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,32.0,2.0,0.9,0.0,0.1216678938796651,0.0625,0.45,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.90, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
melhor produto para clarear olheiras,melhor produto para clarear olheiras,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | creme para olheiras | shopping | best sellers | todos,54.0,2.0,0.9,0.0,0.1216678938796651,0.037037037037037035,0.45,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.90, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | creme para olheiras: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
mousse para limpeza de pele,mousse para limpeza de pele,WG_Search | Soluções | nbd,search | produtos de skincare,1.0,1.0,0.9,0.0,0.0793697977877321,1.0,0.9,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.90, conv 0.0, sem CPA, perda orçamento 8%, monitorar",,
máscara de colágeno coreana para dormir,máscara de colágeno coreana para dormir,WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,shopping | best sellers | todos,19.0,2.0,0.9,0.0,0.1216678938796651,0.10526315789473684,0.45,,,,,,,ads_only,COMPRADOR,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.45, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.45, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
máscara para o rosto,máscara para o rosto,WG_Search | Soluções | nbd | WG_Shopping | Best Sellers | nbd | WG_Shopping | Portfólio Geral | nbd,search | produtos de skincare | shopping | best sellers | todos,100.0,1.0,0.9,0.0,0.1216678938796651,0.01,0.9,,,,,,,ads_only,AMBÍGUA,False,False,False,False,0.01,0,monitorar,baixa,sem sinal forte,"WG_Shopping | Best Sellers | nbd / shopping | best sellers: custo R$0.90, conv 0.0, sem CPA, perda orçamento 12%, monitorar || WG_Search | Soluções | nbd / search | produtos de skincare: custo R$0.00, conv 0.0, sem CPA, perda orçamento 8%, monitorar || WG_Shopping | Portfólio Geral | nbd / todos: custo R$0.00, conv 0.0, sem CPA, perda orçamento 0%, monitorar",,
